timestamp,eog_v,eog_h,gyro_x,gyro_y,gyro_z,label
42270,2033,2095,6,-58,20,double_blink
42275,1984,2033,75,-186,113,double_blink
42280,2081,1999,-62,39,18,double_blink
42285,2071,2028,64,115,90,double_blink
42290,1981,2095,138,5,-183,double_blink
42295,2052,2033,0,120,-6,double_blink
42300,2009,2072,81,-51,-44,double_blink
42305,2095,2077,77,70,110,double_blink
42310,1990,1997,21,27,47,double_blink
42315,2305,2098,56,190,-114,double_blink
42320,2471,2024,87,208,104,double_blink
42325,2689,2027,-47,11,-64,double_blink
42330,2917,2053,-113,-63,72,double_blink
42335,3158,2028,-90,65,-49,double_blink
42340,3356,2077,117,146,201,double_blink
42345,3520,2054,-73,-22,5,double_blink
42350,3585,2094,4,-26,-41,double_blink
42355,3556,2074,-175,22,-39,double_blink
42360,3490,2007,60,64,13,double_blink
42365,3581,2113,-91,184,100,double_blink
42370,3624,2074,46,-66,50,double_blink
42375,3546,2068,17,74,-2,double_blink
42380,3473,2078,7,-37,-59,double_blink
42385,3515,2086,1,112,-32,double_blink
42390,3506,2026,3,19,-30,double_blink
42395,3330,2043,-102,3,43,double_blink
42400,3138,2096,30,102,-8,double_blink
42405,2925,2056,-2,19,45,double_blink
42410,2628,2041,59,-138,-22,double_blink
42415,2415,2033,40,-4,89,double_blink
42420,2256,1993,33,-29,0,double_blink
42425,2041,2046,133,40,-117,double_blink
42430,2149,2026,-85,20,82,idle
42435,2070,2032,-45,-12,109,idle
42440,2059,1964,-133,-98,95,idle
42445,1988,2112,-7,145,-19,idle
42450,2060,2105,-19,12,-103,idle
42455,2061,2071,39,-153,-35,idle
42460,2138,1982,47,-59,-118,idle
42465,2012,2033,-44,101,-55,idle
42470,2084,2058,24,40,-79,idle
42475,2077,2083,-24,-60,-24,idle
42480,2013,2023,36,-37,-11,idle
42485,2064,2019,75,-7,-66,idle
42490,1991,2057,76,-28,48,idle
42495,2126,2069,2,-75,-159,idle
42500,2064,2098,9,-119,96,idle
42505,2042,2041,16,39,175,idle
42510,2119,1960,59,-47,-111,idle
42515,1983,2096,-32,-25,-21,idle
42520,2081,2068,-29,-79,68,idle
42525,2077,2049,-61,81,70,idle
42530,2011,2095,75,-51,17,idle
42535,2018,2071,1,-12,22,idle
42540,2139,2115,20,-33,85,idle
42545,2088,2031,66,-7,-70,idle
42550,2170,2058,-63,44,-61,idle
42555,2024,2092,-29,-78,-83,idle
42560,2106,2070,105,-79,51,idle
42565,2028,2024,11,7,-17,idle
42570,2128,1985,113,-53,16,idle
42575,2014,2058,24,5,96,idle
42580,2086,2043,-10,-67,-39,idle
42585,2004,2065,-266,99,-93,idle
42590,2048,2007,-91,-62,-43,idle
42595,2002,2042,-117,83,-181,idle
42600,2082,1992,75,37,-139,idle
42605,2016,2048,-30,-83,61,idle
42610,2041,2114,-36,-144,24,idle
42615,2018,2080,-21,12,26,idle
42620,2017,2034,126,21,-120,idle
42625,1984,1995,-35,8,51,idle
42630,2041,1981,-57,-19,-54,idle
42635,2076,1999,110,51,16,idle
42640,2038,2037,-18,47,13,idle
42645,2047,2064,29,-32,64,idle
42650,2108,2039,51,228,-20,idle
42655,2093,2016,-87,-94,-36,idle
42660,2061,2011,88,112,-95,idle
42665,2027,2139,106,59,-36,idle
42670,2002,2087,9,-120,92,idle
42675,2077,2055,-117,-31,-110,idle
42680,2092,2030,13,7,55,idle
42685,2063,2069,38,-135,170,idle
42690,2082,2072,47,-64,-81,idle
42695,2026,2066,-44,-58,-82,idle
42700,2062,2086,9,53,-8,idle
42705,2020,2076,-55,10,102,idle
42710,2063,2051,-5,-16,-36,idle
42715,2105,2078,-55,-188,-72,idle
42720,1976,1984,79,-119,-175,idle
42725,1996,2064,-41,140,-228,idle
42730,2040,2056,66,24,7,idle
42735,2047,2043,-44,94,-5,idle
42740,2005,2040,-76,6,-35,idle
42745,2038,2086,-92,40,56,idle
42750,2054,1995,-92,-51,-93,idle
42755,1967,2020,-29,69,44,idle
42760,2032,2115,106,-89,-81,idle
42765,2050,2073,-147,-71,-95,idle
42770,2041,2027,-99,28,266,idle
42775,2044,2099,62,-64,-109,idle
42780,2059,2028,132,35,-11,idle
42785,1982,2042,-137,25,-59,idle
42790,2060,2072,-20,53,-11,idle
42795,2007,2061,-94,-62,-99,idle
42800,2052,2072,147,70,-5,idle
42805,2060,2067,14,-111,164,idle
42810,2062,2023,34,-128,-88,idle
42815,2051,2065,216,0,-47,idle
42820,2070,2034,68,33,-74,idle
42825,2099,2089,25,72,-111,idle
42830,2067,2064,-59,26,-4,idle
42835,2004,2062,-72,0,-115,idle
42840,2036,1995,26,56,-57,idle
42845,1921,2048,-39,77,-78,idle
42850,2057,2090,-91,-170,93,idle
42855,2033,2034,-80,15,-110,idle
42860,1992,2058,7,-54,-48,idle
42865,2089,1991,-64,55,-28,idle
42870,2036,2095,37,-86,138,idle
42875,2044,1987,-11,120,-28,idle
42880,2047,2052,-6,-5,-81,idle
42885,2070,2023,144,-149,28,idle
42890,2054,2070,99,69,40,idle
42895,2086,2002,-79,-96,-14,idle
42900,2080,2050,-131,-14,217,idle
42905,2090,2050,130,20,-42,idle
42910,2062,2058,-126,-7,-124,idle
42915,2052,2151,-47,-50,-95,idle
42920,2033,2033,-87,-21,84,idle
42925,2032,2000,-140,-37,-71,idle
42930,1983,2024,1,46,-49,idle
42935,2075,2019,16,45,27,idle
42940,2033,2054,-92,6,-57,idle
42945,2116,1991,0,23,-3,idle
42950,2085,2115,-10,-19,-85,idle
42955,2019,2081,-107,63,-21,idle
42960,2099,2117,-27,0,52,idle
42965,1973,2031,-4,-45,62,idle
42970,2059,2090,-123,-176,-54,idle
42975,2053,2056,-90,-60,-113,idle
42980,2024,2087,-125,51,36,idle
42985,2063,2063,-84,-29,-10,idle
42990,2042,2001,11,-25,102,idle
42995,1989,2046,-90,-82,-61,idle
43000,1985,2049,-44,71,87,idle
43005,2062,2028,35,18,54,idle
43010,1984,1953,109,-45,-34,idle
43015,2012,2090,17,-54,-48,idle
43020,2083,2017,-75,19,-24,idle
43025,2058,2024,-119,69,14,idle
43030,2005,2025,3,-26,-43,idle
43035,2057,2040,74,-91,15,idle
43040,2045,1996,2,42,-76,idle
43045,2043,2043,-9,101,33,idle
43050,2049,2082,19,88,13,idle
43055,2053,2007,43,-34,-41,idle
43060,2071,2047,-14,42,209,idle
43065,2042,2025,85,18,59,idle
43070,2027,1994,46,117,18,idle
43075,2117,2075,-58,-45,141,idle
43080,2040,2039,58,56,2,idle
43085,1982,2014,-60,59,30,idle
43090,2066,1935,-131,16,-41,idle
43095,2068,2083,5,-25,35,idle
43100,2060,2062,0,-45,-181,idle
43105,2076,2001,-6,28,-51,idle
43110,2088,2115,100,32,-32,idle
43115,2112,2031,2,-103,61,idle
43120,2043,2044,-39,106,-53,idle
43125,2057,2081,-67,55,-64,idle
43130,2030,2051,15,67,-3,idle
43135,2001,2015,6,-94,65,idle
43140,1978,2126,45,166,94,idle
43145,2068,2095,-167,-171,6,idle
43150,2051,2125,-68,-17,-39,idle
43155,2067,2064,74,106,87,idle
43160,2024,2084,29,30,67,idle
43165,1974,2027,24,-102,117,idle
43170,2059,2053,10,-39,77,idle
43175,2012,2054,7,-64,84,idle
43180,2104,2040,-44,-12,-198,idle
43185,2086,2023,-99,14,-32,idle
43190,1995,2053,6,-60,-1,idle
43195,2062,1931,2,-105,0,idle
43200,2038,2102,39,7,-70,idle
43205,2087,2076,15,-32,-2,idle
43210,2119,2070,-52,-31,-38,idle
43215,2014,2005,-115,78,169,idle
43220,2057,2064,-36,-105,-22,idle
43225,2085,2004,-24,-32,-19,idle
43230,1981,2057,-4,15,-59,idle
43235,2041,2034,140,-210,-14,idle
43240,1990,2137,-48,-61,-123,idle
43245,2090,2127,-42,15,26,idle
43250,2087,2054,-40,-36,115,idle
43255,1989,2026,-59,-30,-28,idle
43260,2029,2017,-98,95,-41,idle
43265,2051,2071,-144,203,-117,idle
43270,2129,2085,57,-11,-98,idle
43275,2041,2036,-37,-40,10,idle
43280,1997,1974,-32,107,14,idle
43285,2050,2129,-88,42,-61,idle
43290,2076,2036,60,146,76,idle
43295,2037,2021,-8,64,-4,idle
43300,2042,2083,31,44,37,idle
43305,2040,2001,-117,-101,-57,idle
43310,2167,2010,-155,10,109,idle
43315,1986,2102,9,12,213,idle
43320,2019,2039,21,43,-118,idle
43325,2067,2065,23,102,-8,idle
43330,2058,2006,-12,14,-24,idle
43335,2064,2033,-64,75,-97,idle
43340,2035,2071,143,-70,131,idle
43345,2049,2128,69,-186,-111,idle
43350,2025,2024,55,45,86,idle
43355,2047,2047,7,-51,75,idle
43360,2072,2032,44,-16,77,idle
43365,2051,2080,-123,82,-97,idle
43370,2003,2026,40,75,74,idle
43375,2059,2068,-86,31,99,idle
43380,2074,2135,-8,43,-51,idle
43385,2045,2040,-11,74,68,idle
43390,2070,2068,86,27,-98,idle
43395,2118,2052,-62,22,299,idle
43400,2105,2040,-58,113,-95,idle
43405,2095,2123,36,0,-8,idle
43410,2108,2048,100,-147,-23,idle
43415,2006,2097,-160,-48,-63,idle
43420,2147,2021,60,122,-1,idle
43425,2024,1969,-17,95,85,idle
43430,2097,2102,139,-12,93,idle
43435,2054,2093,-200,16,-95,idle
43440,2058,2055,59,-98,-27,idle
43445,2043,2056,108,-18,-52,idle
43450,2122,2099,114,-24,101,idle
43455,2062,2033,95,-26,-113,idle
43460,2084,2055,157,50,-111,idle
43465,2052,2108,4,36,111,idle
43470,2014,2028,14,29,-76,idle
43475,2034,2068,-92,113,-134,idle
43480,1976,2026,44,154,-62,idle
43485,2070,2113,41,0,67,idle
43490,2034,2023,0,66,-67,idle
43495,2018,2028,62,-5,18,idle
43500,2012,2019,-8,25,12,idle
43505,2027,2018,-33,63,2,idle
43510,2002,2039,37,80,69,idle
43515,1999,2078,33,60,-39,idle
43520,2028,1996,-30,-90,-20,idle
43525,2034,2012,82,-23,89,idle
43530,2116,2073,31,62,-53,idle
43535,2026,2023,15,117,14,idle
43540,2062,2017,54,-30,0,idle
43545,1972,2053,-54,5,69,idle
43550,2023,2025,128,116,35,idle
43555,2086,1991,-14,20,-30,idle
43560,2013,2049,10,-17,-8,idle
43565,2092,2029,-99,-136,-16,idle
43570,2022,2044,-27,161,81,idle
43575,1999,2049,133,108,44,idle
43580,1948,2040,40,32,23,idle
43585,2027,2059,-52,27,-29,idle
43590,2041,2060,90,40,-11,idle
43595,2026,2132,-35,-28,70,idle
43600,2005,2018,79,-50,36,idle
43605,2050,2119,-55,-77,-11,idle
43610,1969,2087,-13,-83,-35,idle
43615,2032,2037,95,-56,-117,idle
43620,1974,2092,-46,-47,7,idle
43625,2114,2023,48,-41,-4,idle
43630,2024,2050,-52,-52,-19,idle
43635,2030,2023,-112,-64,-134,idle
43640,2089,2093,29,-164,41,idle
43645,2072,2108,-48,-86,-26,idle
43650,2038,2031,100,-103,-169,idle
43655,1950,2012,78,26,4,idle
43660,2048,2023,93,165,-58,idle
43665,2063,2081,20,-121,75,idle
43670,2007,2059,-80,110,58,idle
43675,2072,1990,-84,45,-4,idle
43680,2072,2005,-52,55,50,idle
43685,2084,2055,107,-58,-53,idle
43690,2060,2029,-53,-39,67,idle
43695,2051,2101,-79,38,-48,idle
43700,2027,2055,177,135,-76,idle
43705,1966,2080,85,185,-68,idle
43710,2088,2023,-71,-119,98,idle
43715,2073,1992,70,-47,171,idle
43720,2015,2014,157,6,111,idle
43725,2043,2027,-88,82,-79,idle
43730,2080,2028,108,21,83,idle
43735,2075,1989,-134,-73,0,idle
43740,2041,2114,-83,18,71,idle
43745,2075,2040,-53,12,-33,idle
43750,2036,2035,-49,-31,-57,idle
43755,2149,1989,-88,16,76,idle
43760,2046,2008,-12,32,101,idle
43765,2049,2078,-92,-40,-70,idle
43770,2088,2040,-82,-136,-190,idle
43775,2018,2088,60,-96,28,idle
43780,2038,2010,-8,120,87,idle
43785,2117,2046,38,-10,-114,idle
43790,2051,2080,78,-84,-30,idle
43795,2014,2094,100,-86,-42,idle
43800,2095,2007,88,-82,-123,blink
43805,2047,2155,9,-126,-29,blink
43810,2039,2073,26,100,17,blink
43815,2040,2074,-30,24,-5,blink
43820,2059,2100,-23,47,-15,blink
43825,2000,1979,-67,7,24,blink
43830,2046,2041,-21,58,-49,blink
43835,2031,2059,-16,-218,63,blink
43840,2047,2032,-22,-58,82,blink
43845,2065,2085,55,-5,118,blink
43850,2041,2095,34,51,-54,blink
43855,2002,1985,62,-73,8,blink
43860,2138,2119,23,29,55,blink
43865,2052,2032,34,-5,-1,blink
43870,2049,2097,42,57,-15,blink
43875,2053,2027,145,-105,67,blink
43880,2102,2082,-70,93,-211,blink
43885,2073,2059,35,-210,34,blink
43890,2037,2069,-42,-35,-56,blink
43895,2067,2151,-88,-45,-105,blink
43900,2125,2023,-118,-37,226,blink
43905,1992,2002,-176,-133,32,blink
43910,2032,2080,-33,60,88,blink
43915,2070,2041,-24,0,64,blink
43920,2069,2072,73,182,11,blink
43925,2053,2032,-23,66,60,blink
43930,2033,2071,107,-1,-28,blink
43935,2050,1992,-134,-53,89,blink
43940,2033,2012,-92,29,22,blink
43945,2005,2024,36,-157,-112,blink
43950,2035,2000,-40,0,-57,blink
43955,2042,2035,76,106,114,blink
43960,2015,1977,153,-105,22,blink
43965,2039,2056,-10,-69,126,blink
43970,2096,2084,-9,-114,-35,blink
43975,2057,1958,-73,-2,-113,blink
43980,2017,2019,-104,3,29,blink
43985,2016,2053,-108,-12,-64,blink
43990,2007,2123,-6,-35,-37,blink
43995,2021,2049,-128,13,-1,blink
44000,2023,2021,-29,93,2,blink
44005,2054,2062,46,-7,229,blink
44010,2051,2021,84,17,-66,blink
44015,2067,2060,-198,-36,3,blink
44020,2031,2043,49,-13,-50,blink
44025,2025,2006,64,53,201,blink
44030,2216,2009,18,-87,-135,blink
44035,2369,2105,-84,-15,127,blink
44040,2552,2034,78,40,74,blink
44045,2730,2067,-42,60,27,blink
44050,2879,2034,-16,108,-48,blink
44055,3057,2023,-61,-60,63,blink
44060,3255,1997,110,22,-79,blink
44065,3370,2059,-13,37,115,blink
44070,3522,2011,-69,-131,-59,blink
44075,3584,2017,-21,26,37,blink
44080,3534,2052,-16,-83,39,blink
44085,3586,2070,-40,36,-159,blink
44090,3571,2067,22,-108,-7,blink
44095,3555,2050,72,134,13,blink
44100,3523,2027,-1,-27,-26,blink
44105,3558,1978,-144,110,136,blink
44110,3522,2079,-127,-117,-4,blink
44115,3622,2006,-13,11,3,blink
44120,3547,2064,36,-70,-94,blink
44125,3572,2021,140,190,47,blink
44130,3404,2026,106,-28,-103,blink
44135,3214,2059,45,-136,4,blink
44140,3076,1990,-60,80,-1,blink
44145,2889,2046,-15,62,158,blink
44150,2637,1990,61,0,-10,blink
44155,2635,2020,152,-88,-48,blink
44160,2420,2071,-222,1,24,blink
44165,2246,1994,-49,56,-106,blink
44170,2118,1990,-23,89,-42,blink
44175,2074,2041,80,-74,-37,blink
44180,2076,2008,-102,-49,189,blink
44185,2085,2066,111,-75,-52,blink
44190,2042,2078,-52,-8,-92,blink
44195,2075,1984,-9,50,-230,blink
44200,2035,2016,-39,116,99,blink
44205,2062,2036,13,-32,70,blink
44210,2043,2027,-80,-99,38,blink
44215,2036,2006,-26,-67,-27,blink
44220,2063,2010,-31,72,-86,blink
44225,2043,2005,15,-12,94,blink
44230,2055,1992,-24,-111,-11,blink
44235,2035,2077,1,89,52,blink
44240,2104,1992,102,-74,64,blink
44245,2020,2111,135,88,28,blink
44250,2006,2045,-33,-83,-23,blink
44255,2051,2032,60,9,-46,blink
44260,2017,2095,-2,-13,174,blink
44265,2058,2015,-9,-20,-30,blink
44270,2075,2022,40,58,-136,blink
44275,2020,2059,-264,-261,-38,blink
44280,2074,2099,-91,60,19,blink
44285,1990,2086,94,-4,-27,blink
44290,2074,1997,37,43,17,blink
44295,2072,2065,-37,0,151,blink
44300,2082,1968,-69,-52,9,blink
44305,2072,2071,91,1,69,blink
44310,2058,2025,62,97,-78,blink
44315,2001,2084,31,41,-5,blink
44320,2045,2088,68,23,-168,blink
44325,2053,2050,106,-161,-19,blink
44330,2004,2078,-65,12,89,blink
44335,2062,2025,78,38,-22,blink
44340,2060,1983,30,54,-126,blink
44345,2073,2006,-1,-50,16,blink
44350,2062,2025,133,41,9,blink
44355,2052,2062,-67,-86,44,blink
44360,2017,2024,19,-6,37,blink
44365,2037,2090,-66,67,-49,blink
44370,2067,2017,-71,-34,-14,blink
44375,2131,2016,19,79,39,blink
44380,2057,2099,51,33,-53,blink
44385,2059,2005,-44,22,3,blink
44390,2028,2051,-50,-100,45,blink
44395,2072,2048,53,135,-30,blink
44400,2023,2081,-127,69,-231,idle
44405,2047,1999,1,-36,81,idle
44410,2036,2122,-134,-47,-61,idle
44415,2079,1992,84,76,166,idle
44420,2012,1997,-23,-52,-32,idle
44425,2053,2074,92,118,21,idle
44430,2117,2058,49,25,-40,idle
44435,2086,2057,-62,176,-96,idle
44440,2069,2130,130,59,23,idle
44445,2107,2010,13,14,27,idle
44450,1953,2035,-125,82,39,idle
44455,2004,2084,2,24,-117,idle
44460,1991,2063,-115,90,41,idle
44465,2056,2074,132,-130,-49,idle
44470,2057,2092,-43,179,-66,idle
44475,2078,2101,32,-42,42,idle
44480,2063,2039,73,-40,77,idle
44485,2036,2005,-51,31,125,idle
44490,2061,2087,-91,138,-117,idle
44495,2082,2053,-21,193,149,idle
44500,2066,2004,-34,-103,17,idle
44505,2071,2139,-110,15,-14,idle
44510,2035,2076,111,-71,-52,idle
44515,2068,2071,59,-42,6,idle
44520,2081,1979,8,-32,35,idle
44525,2109,2032,138,48,137,idle
44530,2043,2039,-48,161,-68,idle
44535,2094,2100,-51,-50,45,idle
44540,2040,2114,40,15,-51,idle
44545,2020,2062,-92,0,98,idle
44550,2104,2042,140,-39,-52,idle
44555,2149,2028,19,-116,-78,idle
44560,2037,2007,82,-26,31,idle
44565,2066,2059,35,-11,-37,idle
44570,2018,2036,-21,-118,31,idle
44575,2053,2055,-64,-160,0,idle
44580,2085,2125,-29,-89,-226,idle
44585,2024,2075,111,-117,-27,idle
44590,2057,2030,-6,-96,-67,idle
44595,2015,2049,-43,16,266,idle
44600,2028,2001,48,-85,-127,idle
44605,2083,2044,123,224,2,idle
44610,2099,2023,53,-26,-28,idle
44615,2089,2103,37,89,31,idle
44620,2014,2052,115,-48,57,idle
44625,2027,2025,70,63,-38,idle
44630,2063,2034,-17,-21,77,idle
44635,2076,2050,29,14,-21,idle
44640,2023,2168,-52,6,171,idle
44645,2037,2019,49,109,107,idle
44650,2040,1995,-37,156,-79,idle
44655,1991,2086,-170,-73,99,idle
44660,2147,1996,25,18,124,idle
44665,2135,2042,0,-166,6,idle
44670,2029,2072,-22,-81,40,idle
44675,2111,2005,-43,82,-19,idle
44680,2030,2056,43,-20,-28,idle
44685,2094,2010,125,-68,-84,idle
44690,2045,2012,92,25,10,idle
44695,2028,2092,36,-74,-46,idle
44700,2061,2013,47,-134,-18,idle
44705,2088,2079,-4,-86,-49,idle
44710,2078,2084,21,-64,-29,idle
44715,2072,2021,-4,54,-3,idle
44720,1983,2068,-30,-20,-10,idle
44725,2085,2048,68,-32,-2,idle
44730,2052,2035,55,8,17,idle
44735,2104,2041,48,11,49,idle
44740,2040,2040,20,-10,158,idle
44745,2031,2049,37,19,0,idle
44750,2063,2056,72,67,-5,idle
44755,2010,2029,167,46,96,idle
44760,2031,2004,52,-80,16,idle
44765,1994,2129,145,-10,-15,idle
44770,2003,2033,-104,-119,-169,idle
44775,2037,2006,4,-83,-14,idle
44780,2056,2057,40,-91,35,idle
44785,2061,2036,-97,-60,57,idle
44790,1984,2077,96,-70,90,idle
44795,2031,2080,38,107,-96,idle
44800,2047,2112,-60,9,-20,idle
44805,1967,2034,48,69,-261,idle
44810,2060,2042,18,58,-68,idle
44815,2111,2031,5,24,-56,idle
44820,2026,2009,-166,42,-69,idle
44825,2021,2026,118,146,-13,idle
44830,2036,2011,100,-80,24,idle
44835,2051,2012,-87,-166,65,idle
44840,2057,2041,80,131,-2,idle
44845,2043,2079,-39,144,50,idle
44850,2022,2141,72,16,-83,idle
44855,2036,1998,-57,19,64,idle
44860,2011,2036,78,20,43,idle
44865,2050,2047,-68,58,32,idle
44870,1971,2057,114,26,107,idle
44875,2132,2050,154,59,-65,idle
44880,2090,2057,28,142,-128,idle
44885,2023,2050,-77,-7,-185,idle
44890,1956,2128,-30,-45,-29,idle
44895,2041,2045,-31,-38,-50,idle
44900,2087,2074,-39,57,18,idle
44905,2000,2067,-91,2,-14,idle
44910,2036,2006,13,-30,62,idle
44915,2039,2144,40,71,75,idle
44920,2131,2103,128,-57,-31,idle
44925,2110,2094,-13,40,22,idle
44930,2039,1986,16,22,99,idle
44935,2075,2080,-163,12,38,idle
44940,2018,2116,60,-24,28,idle
44945,2053,2018,15,59,-53,idle
44950,2042,1995,-7,0,-7,idle
44955,2001,2034,-53,50,-37,idle
44960,2064,1981,-28,84,-46,idle
44965,1963,2100,-53,-36,-72,idle
44970,2118,1976,-23,-99,-137,idle
44975,2016,2022,105,192,-137,idle
44980,2120,2027,-69,32,-43,idle
44985,1992,2058,57,-90,1,idle
44990,2075,2032,87,-137,216,idle
44995,2092,2079,134,-23,-55,idle
45000,2069,2047,75,100,5,idle
45005,2057,2074,67,-80,65,idle
45010,2047,2019,-220,-209,-30,idle
45015,2086,2050,55,32,1,idle
45020,2030,2092,17,-10,-157,idle
45025,1996,2053,0,25,-92,idle
45030,2060,2079,21,-21,37,idle
45035,2038,2080,-10,-140,3,idle
45040,2028,2026,100,-30,10,idle
45045,2093,2032,1,76,7,idle
45050,2070,2022,12,91,37,idle
45055,2068,1997,-13,1,114,idle
45060,1943,2013,-32,-92,-11,idle
45065,2025,2091,264,116,-66,idle
45070,2084,2023,30,-89,85,idle
45075,2097,2043,-45,-57,67,idle
45080,2096,2041,94,-27,-55,idle
45085,1979,2067,-15,1,-31,idle
45090,2090,2078,55,-22,-45,idle
45095,2067,2014,-68,-56,-109,idle
45100,1988,2061,88,-50,-140,idle
45105,1974,2029,114,-36,15,idle
45110,2007,2100,-94,-48,120,idle
45115,2025,2087,-151,-57,-6,idle
45120,2021,2034,-32,-77,-52,idle
45125,2079,2050,-16,-89,8,idle
45130,2065,1992,-48,-41,-97,idle
45135,2091,2047,-17,-178,-137,idle
45140,2048,2035,-104,85,27,idle
45145,1974,2039,-170,42,36,idle
45150,2055,2078,-75,62,-73,idle
45155,2063,2094,-3,17,61,idle
45160,2012,2002,23,19,77,idle
45165,2036,2008,77,-19,-1,idle
45170,2036,2039,61,-24,46,idle
45175,2001,2062,-37,19,31,idle
45180,2091,2025,-151,140,-68,idle
45185,2107,2105,-30,-38,25,idle
45190,2048,2033,-191,16,-71,idle
45195,2001,2061,-103,-134,25,idle
45200,2053,1994,23,96,-125,idle
45205,2039,2034,4,19,18,blink
45210,2113,2065,-20,-34,78,blink
45215,2022,2015,96,-84,-51,blink
45220,1997,2080,41,125,-107,blink
45225,2035,2038,6,92,55,blink
45230,2058,2040,55,65,25,blink
45235,2002,2016,100,-103,-36,blink
45240,2063,2035,-40,-113,121,blink
45245,2046,2012,57,46,-65,blink
45250,2012,2016,-21,-34,42,blink
45255,2027,2004,110,166,64,blink
45260,2063,2064,74,90,27,blink
45265,2062,2027,-46,-96,29,blink
45270,2058,2033,56,10,101,blink
45275,2057,2106,-114,65,62,blink
45280,2034,2027,-114,-49,123,blink
45285,2053,2074,48,50,-103,blink
45290,2037,2011,68,-83,46,blink
45295,2054,2061,-82,-31,-14,blink
45300,1990,2038,6,76,-2,blink
45305,2069,2049,-82,6,-4,blink
45310,2070,1997,85,116,39,blink
45315,2056,2077,-84,-9,-39,blink
45320,2071,1981,76,-20,-41,blink
45325,2040,2079,6,-6,-32,blink
45330,2011,2108,8,-11,120,blink
45335,2030,2044,43,86,-102,blink
45340,2016,2029,10,96,36,blink
45345,2067,2062,-24,-58,35,blink
45350,2069,2037,5,-42,33,blink
45355,2075,2084,65,49,88,blink
45360,2010,2079,-152,76,-26,blink
45365,1999,2012,97,166,116,blink
45370,2077,2086,76,-130,-37,blink
45375,2058,2080,56,4,48,blink
45380,2028,1936,-81,-44,52,blink
45385,2021,2088,69,15,-151,blink
45390,2014,2083,10,31,-94,blink
45395,2077,2111,32,143,84,blink
45400,2087,2046,97,-63,-33,blink
45405,2036,2060,14,-48,-79,blink
45410,2033,2024,52,8,100,blink
45415,2036,2093,119,67,212,blink
45420,2035,2092,-21,11,-161,blink
45425,2036,2056,64,-81,-38,blink
45430,2002,1985,-54,40,63,blink
45435,2239,2023,-13,64,-6,blink
45440,2391,2101,12,37,33,blink
45445,2567,2011,179,44,-70,blink
45450,2738,2059,2,-80,-91,blink
45455,2828,1971,-108,-37,-120,blink
45460,3087,2055,21,-61,-76,blink
45465,3230,2086,54,-5,64,blink
45470,3362,2029,-18,1,129,blink
45475,3524,1991,-145,90,-39,blink
45480,3501,2086,-4,0,-39,blink
45485,3552,2031,48,78,65,blink
45490,3523,2059,81,111,73,blink
45495,3557,1991,-138,-34,25,blink
45500,3554,2027,128,-78,76,blink
45505,3546,2021,-59,72,53,blink
45510,3515,2028,-19,86,32,blink
45515,3529,2048,-33,-121,5,blink
45520,3581,2020,-29,18,-90,blink
45525,3504,2071,112,-70,-19,blink
45530,3518,2028,91,-34,53,blink
45535,3422,2029,13,-23,83,blink
45540,3213,2024,-4,70,-37,blink
45545,3056,2045,65,70,-92,blink
45550,2882,2071,-56,-2,-22,blink
45555,2742,2143,63,122,65,blink
45560,2556,2085,-44,-96,-75,blink
45565,2381,2084,79,-52,94,blink
45570,2265,2061,-59,30,20,blink
45575,1987,2042,189,-96,-22,blink
45580,2012,1999,-5,63,43,blink
45585,2040,2068,-29,-39,-69,blink
45590,2050,2042,-15,-105,42,blink
45595,1995,1993,0,109,-88,blink
45600,2072,2078,30,87,19,blink
45605,2029,2070,-48,-11,-110,blink
45610,2055,2035,68,-119,-34,blink
45615,2049,2041,-180,144,-104,blink
45620,2079,2087,86,169,30,blink
45625,2123,2004,-12,-82,13,blink
45630,2022,2095,75,116,-197,blink
45635,2061,2039,6,-33,-69,blink
45640,2018,2103,4,-63,-9,blink
45645,2062,2090,73,-37,12,blink
45650,2071,1983,-98,72,96,blink
45655,1992,2073,-83,69,26,blink
45660,2067,2004,50,-30,-79,blink
45665,2046,2067,20,-33,-49,blink
45670,2037,2062,69,-43,24,blink
45675,2011,2018,-130,-98,-70,blink
45680,2080,2012,-36,-88,56,blink
45685,2044,2055,56,-57,-211,blink
45690,2048,2065,67,96,11,blink
45695,1974,2043,-7,13,-51,blink
45700,2006,2072,70,3,-235,blink
45705,2069,2147,58,53,-43,blink
45710,2006,2098,-52,-49,-17,blink
45715,2020,2075,32,-51,-202,blink
45720,2023,2085,-1,72,17,blink
45725,2012,2075,-45,0,-33,blink
45730,2040,1947,-12,98,-8,blink
45735,2051,2082,16,-57,39,blink
45740,2014,2024,29,20,50,blink
45745,2067,2058,74,13,19,blink
45750,2078,2120,99,-75,47,blink
45755,2086,2041,-18,-174,82,blink
45760,2033,2061,-96,-30,83,blink
45765,2093,2060,-48,-32,23,blink
45770,2039,2068,-67,-73,44,blink
45775,2080,1998,0,83,-45,blink
45780,2033,2046,76,-87,22,blink
45785,2043,2025,-91,77,19,blink
45790,2089,2060,27,-31,237,blink
45795,2048,1985,165,18,-80,blink
45800,2048,2077,37,20,-57,blink
45805,2044,2062,-65,-68,-67,idle
45810,2051,1998,60,26,-105,idle
45815,2017,1973,72,-113,15,idle
45820,2100,2082,-16,-86,-8,idle
45825,2047,2056,-210,-18,16,idle
45830,2019,2008,-194,-66,-41,idle
