timestamp,eog_v,eog_h,gyro_x,gyro_y,gyro_z,label
17635,2046,1018,-29,-798,-74,look_left
17640,2061,990,103,-840,-4,look_left
17645,2091,1044,38,-733,7,look_left
17650,1978,937,87,-897,-6,look_left
17655,2072,1005,-59,-663,41,look_left
17660,2079,1000,-75,-739,-10,look_left
17665,2016,991,-54,-820,0,look_left
17670,2071,1031,-39,-776,40,look_left
17675,1987,908,44,-857,38,look_left
17680,2031,1006,62,-732,-28,look_left
17685,2058,1001,18,-779,-14,look_left
17690,2010,1019,-85,-875,-10,look_left
17695,1987,1060,39,-629,108,look_left
17700,2038,987,2,-772,66,look_left
17705,2082,939,81,-862,-24,look_left
17710,2046,1009,112,-738,53,look_left
17715,2044,1027,34,-821,-50,look_left
17720,2099,991,-14,-916,-12,look_left
17725,2020,989,-45,-632,-43,look_left
17730,2098,1007,-19,-900,-110,look_left
17735,2058,984,92,-888,-33,look_left
17740,2029,943,-70,-872,169,look_left
17745,2111,1015,8,-694,69,look_left
17750,2037,1047,-84,-734,-29,look_left
17755,2033,1028,-19,-636,-21,look_left
17760,2049,980,70,-858,64,look_left
17765,2039,1029,20,-613,-149,look_left
17770,2079,999,-51,-985,137,look_left
17775,2069,979,52,-864,153,look_left
17780,2049,1015,12,-927,69,look_left
17785,2011,998,-34,-922,55,look_left
17790,1988,999,-123,-867,-64,look_left
17795,2062,1016,-74,-903,9,look_left
17800,2050,976,17,-665,116,look_left
17805,2012,993,121,-811,-49,look_left
17810,2023,1017,76,-914,7,look_left
17815,2106,1012,154,-700,-6,look_left
17820,2073,983,-114,-853,93,look_left
17825,1984,1035,7,-885,-36,look_left
17830,2089,985,-63,-667,-24,look_left
17835,2045,999,-29,-737,101,look_left
17840,2107,1014,-83,-763,-64,look_left
17845,2097,1002,-43,-855,-60,look_left
17850,2064,1020,-19,-779,36,look_left
17855,2017,1043,-62,-826,-33,look_left
17860,2073,1046,112,-667,8,look_left
17865,2096,1037,-50,-797,25,look_left
17870,2084,1000,-32,-860,-17,look_left
17875,2018,1045,-27,-990,-53,look_left
17880,2029,939,94,-743,-18,look_left
17885,2047,953,96,-811,-32,look_left
17890,1994,996,-58,-812,190,look_left
17895,2065,960,18,-691,-31,look_left
17900,2062,963,-142,-938,40,look_left
17905,1975,975,-38,-722,66,look_left
17910,2048,972,5,-1002,-40,look_left
17915,2010,1027,-5,-677,12,look_left
17920,2086,1000,-124,-642,55,look_left
17925,2060,967,-84,-968,-18,look_left
17930,2091,977,0,-786,121,look_left
17935,2041,949,38,-851,172,look_left
17940,2054,1002,27,-658,93,look_left
17945,2116,974,83,-838,1,look_left
17950,2053,959,-63,-818,10,look_left
17955,2030,995,-7,-827,-44,look_left
17960,2115,951,-82,-689,19,look_left
17965,2074,1010,-105,-830,-176,look_left
17970,2099,979,-5,-858,4,look_left
17975,1997,989,-33,-728,92,look_left
17980,1992,990,-61,-827,1,look_left
17985,2026,960,-61,-828,73,look_left
17990,2077,972,-42,-770,132,look_left
17995,2046,960,51,-920,-82,look_left
18000,2118,1079,-124,-736,103,look_left
18005,2045,1046,-61,-861,-137,look_left
18010,2051,992,-36,-698,-40,look_left
18015,1982,1035,-28,-895,46,look_left
18020,2046,961,-55,-859,-27,look_left
18025,2017,1007,88,-1045,7,look_left
18030,2073,999,6,-742,-58,look_left
18035,2039,1016,91,-787,-28,look_left
18040,1980,1003,-13,-881,116,look_left
18045,2067,994,8,-924,189,look_left
18050,2108,1014,-4,-905,2,look_left
18055,2047,996,-16,-1017,124,look_left
18060,2025,1002,61,-607,-268,look_left
18065,2079,1015,-44,-670,-39,look_left
18070,1982,1015,-204,-719,35,look_left
18075,2038,1039,-60,-863,44,look_left
18080,2010,1015,-17,-1041,60,look_left
18085,2071,1020,91,-914,-1,look_left
18090,1998,979,65,-713,24,look_left
18095,2010,982,30,-851,-52,look_left
18100,1950,1004,-74,-889,71,look_left
18105,1947,1059,-1,-947,45,look_left
18110,2045,993,48,-882,-9,look_left
18115,2009,1014,133,-774,30,look_left
18120,2000,950,-63,-663,-142,look_left
18125,2014,960,-79,-742,-8,look_left
18130,2086,1037,80,-807,42,look_left
18135,2030,974,38,-887,62,look_left
18140,2073,952,124,-664,0,look_left
18145,2062,990,71,-698,40,look_left
18150,2036,984,-21,-734,-34,look_left
18155,2001,977,-55,-804,52,look_left
18160,2016,957,-1,-866,43,look_left
18165,2090,971,-18,-756,81,look_left
18170,2059,1018,49,-737,135,look_left
18175,2079,983,-64,-777,69,look_left
18180,1978,997,-49,-681,-18,look_left
18185,2052,1037,-55,-790,109,look_left
18190,2090,1007,-19,-752,-18,look_left
18195,2117,1043,4,-766,126,look_left
18200,1982,950,-141,-815,-12,look_left
18205,2088,1041,-17,-873,12,look_left
18210,2026,998,-25,-744,-8,look_left
18215,2075,1079,55,-745,19,look_left
18220,2048,1136,49,-867,-27,look_left
18225,2086,1180,17,-815,40,look_left
18230,2019,1225,35,-895,35,look_left
18235,2016,1266,-38,-757,-15,look_left
18240,2014,1332,-123,-750,96,look_left
18245,2050,1371,-96,-1035,90,look_left
18250,2072,1419,64,-639,-8,look_left
18255,2051,1536,-43,-757,-34,look_left
18260,2096,1521,-30,-645,-88,look_left
18265,2064,1615,42,-891,6,look_left
18270,2061,1626,-131,-682,72,look_left
18275,2110,1740,109,-660,-19,look_left
18280,2034,1751,141,-811,-94,look_left
18285,2084,1853,154,-710,70,look_left
18290,2056,1872,36,-738,34,look_left
18295,2063,1881,31,-820,71,look_left
18300,2125,2014,145,-868,97,look_left
18305,2036,2066,-120,-744,-26,look_left
18310,2067,2068,-66,87,35,idle
18315,2000,2046,-20,21,-42,idle
18320,2019,2137,8,-8,-89,idle
18325,2069,2084,86,76,21,idle
18330,2065,2055,-145,-82,-19,idle
18335,2020,2068,-71,-22,-75,idle
18340,1973,2037,-80,130,-1,idle
18345,2051,2052,71,7,5,idle
18350,2029,2048,88,144,-48,idle
18355,2105,2059,154,118,-53,idle
18360,2039,2015,-86,22,167,idle
18365,1977,2039,28,180,15,idle
18370,2031,2028,-106,-32,-118,idle
18375,2042,2018,-78,-74,-23,idle
18380,2069,1922,118,25,1,idle
18385,2065,1977,-43,-19,111,idle
18390,1983,2044,85,170,154,idle
18395,2121,2066,31,-143,-39,idle
18400,2025,2047,-72,88,-67,idle
18405,1966,2025,57,9,-12,idle
18410,2058,2119,-47,98,158,idle
18415,2032,1988,-69,146,58,idle
18420,2044,2018,-128,40,41,idle
18425,2039,2075,13,46,-59,idle
18430,2053,1955,-3,6,-12,idle
18435,1982,2008,21,7,-19,idle
18440,1983,2057,9,-7,-25,idle
18445,2167,2060,-7,49,-57,idle
18450,1974,2081,-21,44,16,idle
18455,2010,2033,135,60,24,idle
18460,1992,2062,-20,26,-56,idle
18465,1974,2078,-76,-57,-92,idle
18470,2118,2110,-96,75,-72,idle
18475,2082,2051,-68,23,80,idle
18480,2068,2064,36,19,36,idle
18485,2031,2019,-97,-188,-58,idle
18490,2040,2085,51,36,38,idle
18495,2024,2077,31,0,-98,idle
18500,2056,2040,-58,-108,-28,idle
18505,2121,2062,64,17,-108,idle
18510,2095,1982,-59,28,-7,idle
18515,1961,2013,-35,-14,75,idle
18520,2033,2067,8,-28,90,idle
18525,2064,2074,16,84,58,idle
18530,2020,2135,-28,198,-62,idle
18535,2072,2107,-89,44,-50,idle
18540,2067,2088,-49,12,-60,idle
18545,1977,2088,-70,-16,39,idle
18550,2030,2069,84,84,-15,idle
18555,2052,2011,23,76,21,idle
18560,2075,2047,45,-98,-8,idle
18565,2070,2015,-3,59,19,idle
18570,2067,2044,149,-35,15,idle
18575,2020,2100,-100,-24,92,idle
18580,1979,2009,1,180,-11,idle
18585,1990,1980,161,-28,-151,idle
18590,2071,2007,12,17,13,idle
18595,2020,2059,69,104,16,idle
18600,2032,2042,108,174,-49,idle
18605,2082,2123,-170,52,128,idle
18610,1944,2112,-56,180,-56,idle
18615,2039,2075,63,155,-114,idle
18620,2090,2046,56,-131,-66,idle
18625,2056,2022,30,-33,7,idle
18630,2077,2120,-36,-103,71,idle
18635,2021,2125,-228,54,-19,idle
18640,2143,2051,2,-37,34,idle
18645,2023,2022,-53,-28,-4,idle
18650,2013,2052,74,96,166,idle
18655,2046,2065,-7,55,107,idle
18660,2076,2117,-92,-68,8,idle
18665,2082,2099,-8,148,69,idle
18670,2003,2058,135,-37,48,idle
18675,1955,1996,-18,-2,-87,idle
18680,2124,2125,40,-13,71,idle
18685,2107,1966,25,3,-5,idle
18690,2082,2042,-29,60,-7,idle
18695,2033,2061,-194,85,-141,idle
18700,2041,2066,-27,-50,-1,idle
18705,2021,2029,239,-5,33,idle
18710,2092,2022,-54,47,-25,idle
18715,2020,2026,32,27,-158,idle
18720,1978,1929,-48,-11,-69,idle
18725,2029,2038,-44,6,-43,idle
18730,2014,2008,-55,91,-10,idle
18735,2097,2072,-58,-69,81,idle
18740,2038,2029,-10,8,29,idle
18745,2032,2041,-39,-75,88,idle
18750,1978,2037,-59,-21,75,idle
18755,2034,2007,129,52,-2,idle
18760,2025,2062,48,20,-22,idle
18765,2065,2072,33,-49,-4,idle
18770,2037,2019,13,-107,13,idle
18775,2078,2053,69,-41,-79,idle
18780,2065,2106,125,-21,-112,idle
18785,2025,1977,-174,-30,-41,idle
18790,2010,2058,-5,83,-62,idle
18795,2035,1984,-15,-26,69,idle
18800,2005,2073,-6,11,19,idle
18805,2052,2061,-42,162,-10,idle
18810,2057,2070,144,-98,-104,idle
18815,1971,2113,-27,-4,-69,idle
18820,2082,2138,-21,7,-68,idle
18825,2089,1977,-68,68,-103,idle
18830,2015,2085,-15,49,22,idle
18835,2038,2020,-133,-128,48,idle
18840,2042,2064,60,87,17,idle
18845,2037,2049,16,-22,-139,idle
18850,2060,2008,129,229,-132,idle
18855,2087,2113,-35,-68,-35,idle
18860,2081,2049,131,29,40,idle
18865,2084,2076,53,57,-37,idle
18870,2058,2087,-49,177,-47,idle
18875,2025,2025,-52,-32,-83,idle
18880,1978,2052,62,-12,-18,idle
18885,2053,2039,90,19,61,idle
18890,2004,2057,37,8,-48,idle
18895,1984,2123,10,-78,-116,idle
18900,2026,2026,-53,60,175,idle
18905,2072,2136,-4,-89,94,idle
18910,2106,2024,52,56,-85,idle
18915,2017,2040,73,-172,32,idle
18920,2065,2017,-126,39,-45,idle
18925,2061,2045,8,-80,-8,idle
18930,2016,2038,87,23,-47,idle
18935,2051,2013,-108,83,81,idle
18940,2004,2034,21,24,62,idle
18945,2094,2063,78,-27,-63,idle
18950,2026,2064,68,73,-15,idle
18955,2043,2017,-32,49,-52,idle
18960,2041,2025,101,-145,9,idle
18965,2043,2014,-79,30,-104,idle
18970,2068,1963,33,-71,-86,idle
18975,2011,2048,0,-164,125,idle
18980,2047,2050,-28,51,-52,idle
18985,2013,1994,-38,-38,-127,idle
18990,2082,2094,-29,-42,-36,idle
18995,2055,1996,-120,-36,143,idle
19000,2021,2013,170,96,-75,idle
19005,1985,1992,44,59,-26,idle
19010,2069,2048,93,116,18,idle
19015,2118,2011,-91,31,123,idle
19020,2046,2118,79,66,-134,idle
19025,2082,2078,110,-78,-55,idle
19030,2094,2095,-317,-23,-1,idle
19035,2007,2020,20,58,-49,idle
19040,2032,2013,-4,70,-144,idle
19045,2094,2026,40,88,-133,idle
19050,2102,2036,-151,-3,-23,idle
19055,2051,2092,57,-48,-21,idle
19060,2039,2044,-17,79,219,idle
19065,2039,2038,31,-124,-5,idle
19070,2080,1981,34,79,29,idle
19075,2073,2102,53,-37,6,idle
19080,2096,1976,25,-82,-101,idle
19085,2065,2050,-10,-22,155,idle
19090,2030,2016,85,86,-268,idle
19095,2027,2045,-135,-148,61,idle
19100,2009,2046,25,17,109,idle
19105,2055,2032,71,60,16,idle
19110,2004,2093,-4,27,-94,idle
19115,2000,1976,-154,-20,-75,idle
19120,2034,2030,19,-10,48,idle
19125,2070,2126,-1,-145,-133,idle
19130,2060,2139,-47,-36,22,idle
19135,2035,2073,816,-5,129,look_down
19140,1983,2051,726,19,-35,look_down
19145,1986,2108,683,104,16,look_down
19150,1861,2154,826,63,18,look_down
19155,1884,2010,742,82,22,look_down
19160,1760,2113,616,53,48,look_down
19165,1711,2008,825,92,96,look_down
19170,1652,1985,877,-44,-3,look_down
19175,1601,2051,635,16,19,look_down
19180,1580,2024,554,-71,128,look_down
19185,1528,2079,846,67,-13,look_down
19190,1456,2092,782,-46,39,look_down
19195,1363,2092,696,84,56,look_down
19200,1314,2070,833,-55,-9,look_down
19205,1233,2053,613,33,-18,look_down
19210,1258,2045,866,-18,16,look_down
19215,1142,2044,906,-68,-5,look_down
19220,1062,2034,717,-19,-37,look_down
19225,1067,2073,866,-80,-66,look_down
19230,976,2090,881,-72,-24,look_down
19235,958,2011,727,98,29,look_down
19240,1002,2087,816,30,67,look_down
19245,1024,2029,687,34,-17,look_down
19250,999,1985,650,26,70,look_down
19255,1006,2037,852,65,170,look_down
19260,1000,2125,874,114,55,look_down
19265,947,2136,918,66,123,look_down
19270,955,2137,648,162,12,look_down
19275,992,2029,773,21,37,look_down
19280,1038,1980,849,68,75,look_down
19285,936,2092,942,-17,-21,look_down
19290,1001,2044,818,98,139,look_down
19295,987,1995,984,110,-99,look_down
19300,1006,2090,837,-95,90,look_down
19305,1023,2085,953,50,29,look_down
19310,959,2052,720,32,42,look_down
19315,995,2082,798,77,74,look_down
19320,1006,2044,819,90,-73,look_down
19325,1004,2012,798,-20,-99,look_down
19330,956,2024,718,100,-10,look_down
19335,1016,2007,876,5,-100,look_down
19340,1020,2061,648,2,-24,look_down
19345,1060,2090,787,-60,-7,look_down
19350,995,2093,747,56,-106,look_down
19355,1021,2070,1033,85,-20,look_down
19360,997,2015,968,41,-39,look_down
19365,983,2104,775,37,-22,look_down
19370,1007,2036,871,-129,88,look_down
19375,972,2062,846,-129,46,look_down
19380,997,2032,736,-58,86,look_down
19385,970,2004,884,20,47,look_down
19390,999,2035,837,-37,-84,look_down
19395,1024,2145,716,-7,126,look_down
19400,1017,2080,660,55,-27,look_down
19405,1012,2065,801,3,218,look_down
19410,1027,2071,779,-51,-24,look_down
19415,1005,2117,839,55,-24,look_down
19420,1017,2059,780,80,53,look_down
19425,945,2016,839,43,67,look_down
19430,1012,2042,980,-93,11,look_down
19435,965,2055,671,-106,-93,look_down
19440,1023,2114,818,-89,-44,look_down
19445,995,2061,1039,-90,109,look_down
19450,1023,1992,805,-28,1,look_down
19455,1004,2010,808,-149,-14,look_down
19460,970,2064,678,50,-194,look_down
19465,967,2041,726,-122,92,look_down
19470,986,2111,809,-44,98,look_down
19475,983,2093,865,45,13,look_down
19480,989,2088,744,-22,-14,look_down
19485,1048,2150,812,61,-42,look_down
19490,1015,2053,928,-14,118,look_down
19495,944,2124,902,77,46,look_down
19500,1006,2092,867,28,-143,look_down
19505,1050,2051,984,77,-16,look_down
19510,1046,1973,779,-4,-64,look_down
19515,962,2023,669,3,-81,look_down
19520,991,2076,892,-92,84,look_down
19525,953,2102,922,-66,-101,look_down
19530,967,2058,941,-72,-54,look_down
19535,980,1975,841,132,-79,look_down
19540,951,2083,853,-62,-139,look_down
19545,941,2061,864,55,36,look_down
19550,965,2089,758,-47,-176,look_down
19555,1045,2069,685,46,18,look_down
19560,955,2052,676,-109,-177,look_down
19565,1013,2097,1032,61,64,look_down
19570,1022,2054,785,52,-126,look_down
19575,963,1985,864,17,-65,look_down
19580,944,2066,800,-62,15,look_down
19585,1015,2053,939,-38,31,look_down
19590,999,2100,867,31,-93,look_down
19595,997,2059,683,-198,68,look_down
19600,1003,2082,699,57,-75,look_down
19605,982,2062,685,-17,188,look_down
19610,964,2038,649,-18,34,look_down
19615,982,2062,902,47,-9,look_down
19620,984,2100,841,-90,122,look_down
19625,970,2038,787,26,60,look_down
19630,1062,2152,760,29,-109,look_down
19635,1027,2032,660,-110,-46,look_down
19640,1009,2100,836,19,20,look_down
19645,978,2068,682,-15,-187,look_down
19650,1005,2036,816,104,-23,look_down
19655,973,2040,775,-19,-26,look_down
19660,1003,2081,637,9,-15,look_down
19665,962,2014,928,-4,42,look_down
19670,1056,2003,829,-21,-1,look_down
19675,974,2035,723,-2,45,look_down
19680,954,2025,894,-61,-16,look_down
19685,1005,2037,860,26,-91,look_down
19690,994,2024,711,82,-86,look_down
19695,993,2059,780,-49,-178,look_down
19700,1023,2061,579,-67,-83,look_down
19705,938,2011,701,-64,-60,look_down
19710,1008,2029,913,95,-34,look_down
19715,997,1996,831,22,1,look_down
19720,1038,2064,768,37,134,look_down
19725,942,2006,600,39,10,look_down
19730,1024,2050,859,48,-85,look_down
19735,998,2021,1013,189,-78,look_down
19740,1026,2089,802,142,-38,look_down
19745,1021,1975,724,-111,-79,look_down
19750,982,2053,926,50,126,look_down
19755,988,2082,722,139,-72,look_down
19760,1018,2093,857,177,44,look_down
19765,997,1974,805,63,27,look_down
19770,980,2086,609,99,71,look_down
19775,993,1971,764,-99,167,look_down
19780,949,2036,755,-127,37,look_down
19785,971,2072,818,-7,-44,look_down
19790,952,2026,910,-73,45,look_down
19795,985,2098,779,-22,-154,look_down
19800,1048,2068,767,-38,54,look_down
19805,963,2060,846,-30,59,look_down
19810,980,2041,862,-97,-125,look_down
19815,1024,2029,841,-150,30,look_down
19820,993,2122,739,48,239,look_down
19825,992,1989,1109,-112,0,look_down
19830,965,2006,695,-93,11,look_down
19835,1069,2072,796,-139,-30,look_down
19840,1067,2047,850,-16,47,look_down
19845,1103,2033,734,45,-142,look_down
19850,1174,2080,714,120,32,look_down
19855,1170,2017,878,-6,17,look_down
19860,1235,2044,779,162,69,look_down
19865,1292,2052,789,59,18,look_down
19870,1384,2056,899,-95,-68,look_down
19875,1471,2054,724,-26,47,look_down
19880,1435,2035,792,22,137,look_down
19885,1489,2066,692,-49,-93,look_down
19890,1591,2077,759,31,17,look_down
19895,1637,2071,839,166,-6,look_down
19900,1710,2031,732,122,204,look_down
19905,1744,2066,874,-117,38,look_down
19910,1800,2080,851,74,-100,look_down
19915,1875,2058,848,-80,-12,look_down
19920,1938,2072,859,126,62,look_down
19925,2051,2010,760,-125,-64,look_down
19930,2082,1987,871,138,7,look_down
19935,2017,2017,-73,79,113,idle
19940,2038,2042,-78,-64,-27,idle
19945,2051,2083,71,58,40,idle
19950,2028,2044,-1,-84,74,idle
19955,1985,2115,78,0,-115,idle
19960,2078,2013,68,54,-3,idle
19965,2024,1998,23,65,-2,idle
19970,2007,2097,-24,-191,-29,idle
19975,2052,2078,-44,-114,86,idle
19980,2066,2051,72,93,-40,idle
19985,2027,2067,-27,94,21,idle
19990,2018,2030,-28,-145,-139,idle
19995,2002,2039,-109,80,96,idle
20000,2059,2069,83,-88,83,idle
20005,2118,2020,35,-170,74,idle
20010,2069,2066,-48,-155,-52,idle
20015,1999,2069,-89,-39,-15,idle
20020,2084,2084,98,-19,113,idle
20025,2070,2039,68,-22,-25,idle
20030,2115,2041,-98,-34,-89,idle
20035,2066,2130,67,15,-19,idle
20040,2049,2033,-6,-73,38,idle
20045,2023,2068,-98,-39,1,idle
20050,2038,2031,5,-112,-22,idle
20055,2037,2010,82,-20,37,idle
20060,2002,2108,-11,-65,-103,idle
20065,2008,2075,58,-58,-55,idle
20070,1983,2109,-13,-59,110,idle
20075,1986,2005,-156,9,78,idle
20080,2081,2026,20,-68,106,idle
20085,2015,2065,59,83,15,idle
20090,2087,2026,-40,13,24,idle
20095,2005,2115,64,-52,79,idle
20100,2029,2032,98,-43,-46,idle
20105,2010,2065,-8,69,88,idle
20110,1975,1967,76,39,-113,idle
20115,2103,2010,91,92,146,idle
20120,1978,1996,67,79,-76,idle
20125,2067,2105,4,-48,59,idle
20130,2043,2131,26,-193,151,idle
20135,2030,2066,-17,121,74,idle
20140,2077,2072,-38,70,22,idle
20145,2017,2010,-60,151,-41,idle
20150,2115,2067,136,-99,266,idle
20155,1961,1998,-82,-74,18,idle
20160,2029,2043,80,3,16,idle
20165,2092,2046,22,-12,52,idle
20170,2045,2059,93,-54,-37,idle
20175,2003,2033,9,-69,2,idle
20180,2075,2057,-10,17,-57,idle
20185,2078,2052,92,132,11,idle
20190,1979,2043,0,9,13,idle
20195,2049,2046,14,96,-99,idle
20200,2120,2057,-79,-73,113,idle
20205,2057,1987,34,-15,2,idle
20210,2057,1967,-86,76,-79,idle
20215,2043,1924,-71,-33,38,idle
20220,1997,1987,-71,-2,36,idle
20225,2086,2016,54,123,-135,idle
20230,2097,2040,-93,98,7,idle
20235,2044,2030,23,-56,72,idle
20240,2058,1996,28,-40,-24,idle
20245,2027,2047,-22,-28,26,idle
20250,2049,2034,45,-85,69,idle
20255,2115,2071,-3,87,157,idle
20260,1966,2061,-71,-85,9,idle
20265,1933,2076,-24,-83,130,idle
20270,2011,2031,-63,-54,9,idle
20275,2016,2076,-8,68,-182,idle
20280,2058,2031,16,59,52,idle
20285,2123,2044,30,67,221,idle
20290,1997,2056,63,41,48,idle
20295,2058,1985,-10,-79,-52,idle
20300,1995,2051,61,-43,-20,idle
20305,1978,2022,-11,-35,-62,idle
20310,2045,2077,-12,55,-116,idle
20315,2008,2148,-117,-3,-24,idle
20320,2064,2045,62,-64,52,idle
20325,2014,2019,20,-58,-147,idle
20330,2135,2120,174,9,43,idle
20335,2028,2016,108,-3,-26,idle
20340,2062,2019,-35,96,-127,idle
20345,2066,2051,20,-135,58,idle
20350,2046,2046,7,95,-100,idle
20355,2058,2042,92,-71,8,idle
20360,1959,2049,22,-37,-49,idle
20365,2057,1967,-85,-52,34,idle
20370,2053,2099,43,0,-95,idle
20375,2078,1969,33,-117,-126,idle
20380,2035,1988,65,225,-56,idle
20385,2057,1987,2,104,-6,idle
20390,2017,1992,-90,-6,-33,idle
20395,1984,1997,-98,-61,-97,idle
20400,2053,2019,86,-21,-79,idle
20405,1992,2136,-135,36,4,idle
20410,2027,2031,-48,-57,-8,idle
20415,1999,2065,105,-52,79,idle
20420,2059,2037,16,24,-66,idle
20425,2056,2011,-134,42,-110,idle
20430,2036,2061,-75,67,38,idle
20435,1993,2061,-16,22,-22,idle
20440,2116,2084,-7,-23,-97,idle
20445,2110,2054,-87,22,-8,idle
20450,2058,2017,27,-1,-17,idle
20455,1975,2108,25,27,-46,idle
20460,2040,2043,-123,78,-44,idle
20465,2010,2160,33,3,90,idle
20470,2017,2073,173,41,-41,idle
20475,2095,2081,-99,-94,1,idle
20480,2048,2009,-8,-25,89,idle
20485,2073,1995,-50,18,-67,idle
20490,2052,2099,58,-31,-251,idle
20495,2075,2076,88,32,-9,idle
20500,2065,2023,-13,65,48,idle
20505,2049,2006,-1,-5,-3,idle
20510,2113,2115,-64,6,31,idle
20515,2027,2063,66,24,-99,idle
20520,2049,2102,93,-61,124,idle
20525,2033,2071,-59,98,-32,idle
20530,2065,2036,-44,-17,-52,idle
20535,2015,2104,10,126,110,idle
20540,2052,2083,-4,-133,-112,idle
20545,2041,2035,-35,73,52,idle
20550,2065,2035,40,89,-95,idle
20555,2059,2067,-30,-44,4,idle
20560,2085,2093,5,-59,-140,idle
20565,2041,2068,-43,59,-44,idle
20570,2018,1981,25,11,58,idle
20575,2049,1989,23,74,109,idle
20580,2123,1966,-66,-109,-7,idle
20585,2022,2053,-145,-18,18,idle
20590,2017,2059,-49,22,-79,idle
20595,1971,2115,22,-152,0,idle
20600,1995,2078,10,6,-128,idle
20605,1994,2084,139,31,-88,idle
20610,2053,2045,-2,82,182,idle
20615,2053,2014,-48,-136,73,idle
20620,2104,2000,-203,110,-49,idle
20625,2055,2049,14,-39,-18,idle
20630,2084,2063,-60,-80,98,idle
20635,2009,2010,13,54,4,idle
20640,2055,2067,-13,15,36,idle
20645,2043,2123,37,-62,101,idle
20650,2095,2049,161,-145,72,idle
20655,2014,2036,5,66,-63,idle
20660,2112,2036,153,-12,-55,idle
20665,2135,2054,128,-12,-17,idle
20670,1947,2050,25,19,85,idle
20675,2095,2064,-158,-24,-41,idle
20680,2158,1977,-28,-46,-87,idle
20685,2051,2080,-4,3,-100,idle
20690,1982,2050,143,-60,-83,idle
20695,1981,1999,70,2,25,idle
20700,2056,2014,121,-21,-25,idle
20705,2061,2034,112,-50,47,idle
20710,2029,2046,23,29,125,idle
20715,2147,2022,-105,108,0,idle
20720,2066,2060,51,-49,9,idle
20725,2030,1995,-97,117,-88,idle
20730,2080,2096,21,43,-105,idle
20735,2047,2055,-38,-99,-143,idle
20740,2031,2030,17,71,-86,idle
20745,2067,2049,-10,130,186,idle
20750,2095,2053,50,169,-27,idle
20755,2073,2037,-54,-33,55,idle
20760,2044,2001,65,-84,86,idle
20765,1990,1999,-22,-25,26,idle
20770,2054,2085,15,-76,-27,idle
20775,2085,2079,11,25,-29,idle
20780,2043,2050,-105,90,-30,idle
20785,2004,2044,-4,-52,14,idle
20790,2051,2049,95,-15,94,idle
20795,2102,2019,27,53,-76,idle
20800,2045,2014,-42,101,98,idle
20805,1996,2093,-4,-76,45,idle
20810,2087,2041,23,108,43,idle
20815,2063,2006,-45,-89,-89,idle
20820,2033,2028,45,-26,150,idle
20825,2006,2083,-42,148,-69,idle
20830,2114,2052,-103,-4,4,idle
20835,2006,2068,22,-105,0,idle
20840,1965,2035,92,-84,60,idle
20845,2054,2020,136,76,65,idle
20850,2065,2039,30,-112,24,idle
20855,2007,2047,-151,142,56,idle
20860,2042,2098,64,65,15,idle
20865,2048,2068,-51,-75,-51,idle
20870,2079,2099,-249,-13,-112,idle
20875,2016,2045,-45,17,67,idle
20880,2044,2049,57,12,282,idle
20885,2085,2088,-1,77,-38,idle
20890,2064,2081,-23,-18,34,idle
20895,1981,2000,0,-57,14,idle
20900,2037,2027,108,-8,-11,idle
20905,1994,2018,43,43,-3,idle
20910,2058,2041,-129,4,-7,idle
20915,2072,2066,35,30,111,idle
20920,2036,2025,-92,20,-27,idle
20925,2020,2062,-93,-12,4,idle
20930,2070,2088,-82,-32,-54,idle
20935,2029,2016,-99,-159,-134,idle
20940,2065,2049,20,21,32,idle
20945,2066,2111,132,-37,64,idle
20950,2029,1990,-38,121,18,idle
20955,2061,2023,-64,-10,30,idle
20960,2030,2041,29,97,-7,idle
20965,2051,1982,-49,73,-11,idle
20970,2001,2124,161,16,142,idle
20975,2017,1956,-76,77,81,idle
20980,2016,2057,9,142,-36,idle
20985,2060,2023,0,-66,46,idle
20990,1978,2016,-84,27,-142,idle
20995,2084,2077,-73,38,36,idle
21000,2007,2044,8,18,39,idle
21005,2028,2036,-2,-45,158,idle
21010,2073,2072,-19,170,129,idle
21015,2041,1990,-33,24,86,idle
21020,1988,2031,96,-31,-6,idle
21025,2052,2041,-75,-4,47,idle
21030,2077,2054,169,47,152,idle
21035,2004,2011,9,2,164,idle
21040,2107,2061,-45,-86,-113,idle
21045,2096,2122,79,-62,-143,idle
21050,2099,2055,-37,8,7,idle
21055,2055,2007,139,-118,43,idle
21060,2092,2003,-17,19,215,idle
21065,2099,2040,108,-58,-33,idle
21070,2113,2046,8,-8,56,idle
21075,2049,2036,-43,-48,-130,idle
21080,2081,2045,-57,-236,-64,idle
21085,2044,2075,248,43,-54,idle
21090,2080,2102,42,48,14,idle
21095,2096,2049,25,-94,-65,idle
21100,2150,2069,10,-109,-8,idle
21105,2004,2013,-100,-35,108,idle
21110,2047,2032,-26,-137,84,idle
21115,2085,2078,85,53,25,idle
21120,2055,2038,47,-48,-80,idle
21125,2060,2033,6,-192,34,idle
21130,2064,2081,55,-54,152,idle
21135,1988,2106,-82,5,-55,idle
21140,2008,2113,-18,-14,-63,idle
21145,2049,2082,25,33,94,idle
21150,1998,2089,144,10,107,idle
21155,2050,2059,94,120,139,idle
21160,2089,2007,6,-86,29,idle
21165,2043,2085,19,-34,-3,idle
21170,2033,2092,-43,12,-48,idle
